Year,Months,Location,Personal Injury Accidents,Serious Accidents (Material Damage),Other Accidents (Intoxication),Other Accidents (Material Damage),Total Accidents
2018,April,Outside built-up areas (excl. motorways/freeways),6608.0,1225.0,79.0,34989.0,42991.0
2018,April,On motorways/freeways,1715.0,747.0,70.0,12206.0,14747.0
2018,April,Total,27224.0,5233.0,1420.0,192087.0,225839.0
2018,May,Inside built-up areas,21670.0,3147.0,1175.0,143516.0,169508.0
2018,May,Outside built-up areas (excl. motorways/freeways),7127.0,1231.0,79.0,36600.0,45124.0
2018,May,On motorways/freeways,1812.0,814.0,70.0,12684.0,15389.0
2018,May,Total,30609.0,5192.0,1381.0,192800.0,230021.0
2018,June,Inside built-up areas,22183.0,3118.0,1147.0,142354.0,168802.0
2018,June,Outside built-up areas (excl. motorways/freeways),6899.0,1276.0,70.0,32068.0,40396.0
2018,June,On motorways/freeways,1738.0,819.0,69.0,11998.0,14625.0
2018,June,Total,30820.0,5213.0,1350.0,186420.0,223823.0
2018,July,Inside built-up areas,21210.0,3017.0,1120.0,139542.0,164940.0
2018,July,Outside built-up areas (excl. motorways/freeways),7711.0,1258.0,140.0,34062.0,43171.0
2018,July,On motorways/freeways,1890.0,811.0,68.0,13200.0,15971.0
2018,July,Total,30811.0,5086.0,1358.0,186804.0,224082.0
2018,August,Inside built-up areas,19420.0,2876.0,1133.0,132676.0,156092.0
2018,August,Outside built-up areas (excl. motorways/freeways),7107.0,1209.0,157.0,34111.0,42588.0
2018,August,On motorways/freeways,1774.0,781.0,68.0,12488.0,15112.0
2018,August,Total,28301.0,4866.0,1362.0,179275.0,213792.0
2018,September,Inside built-up areas,20580.0,3190.0,1137.0,141096.0,165999.0
2018,September,Outside built-up areas (excl. motorways/freeways),7018.0,1310.0,149.0,34009.0,42494.0
2018,September,On motorways/freeways,1823.0,839.0,63.0,12639.0,15369.0
2018,September,Total,29421.0,5339.0,1280.0,187744.0,223862.0
2018,October,Inside built-up areas,19403.0,3561.0,1068.0,149149.0,173250.0
2018,October,Outside built-up areas (excl. motorways/freeways),7037.0,1585.0,158.0,38132.0,46912.0
2018,October,On motorways/freeways,1870.0,809.0,67.0,13360.0,16106.0
2018,October,Total,28310.0,5955.0,1363.0,198242.0,236268.0
2018,November,Inside built-up areas,16722.0,3658.0,1100.0,146873.0,168321.0
2018,November,Outside built-up areas (excl. motorways/freeways),5511.0,1697.0,149.0,39284.0,46641.0
2018,November,On motorways/freeways,1607.0,812.0,63.0,12085.0,14567.0
2018,November,Total,23840.0,6167.0,1280.0,186418.0,229529.0
2018,December,Inside built-up areas,14919.0,3946.0,1159.0,140474.0,216685.0
2018,December,Outside built-up areas (excl. motorways/freeways),5227.0,2008.0,195.0,34756.0,42186.0
2018,December,On motorways/freeways,1692.0,1058.0,63.0,11188.0,14001.0
2018,December,Total,21838.0,7012.0,1417.0,186418.0,216685.0
2019,January,Inside built-up areas,13213.0,4069.0,897.0,136588.0,154767.0
2019,January,Outside built-up areas (excl. motorways/freeways),5150.0,2225.0,139.0,36179.0,43693.0
2019,January,On motorways/freeways,1578.0,1356.0,57.0,11463.0,14454.0
2019,January,Total,19941.0,7650.0,1093.0,184230.0,212914.0
2019,February,Inside built-up areas,12929.0,3265.0,874.0,129338.0,146406.0
2019,February,Outside built-up areas (excl. motorways/freeways),4406.0,1322.0,168.0,30928.0,36824.0
2019,February,On motorways/freeways,1436.0,674.0,58.0,10446.0,12614.0
2019,February,Total,18771.0,5261.0,1100.0,170712.0,195844.0
2019,March,Inside built-up areas,14683.0,3520.0,1052.0,143435.0,162690.0
2019,March,Outside built-up areas (excl. motorways/freeways),5142.0,1469.0,71.0,33018.0,39794.0
2019,March,On motorways/freeways,1552.0,893.0,52.0,11372.0,13888.0
2019,March,Total,21377.0,5882.0,1288.0,187825.0,216372.0
2019,April,Inside built-up areas,16833.0,3041.0,1235.0,142216.0,163134.0
2019,April,Outside built-up areas (excl. motorways/freeways),5965.0,1198.0,53.0,39859.0,47161.0
2019,April,On motorways/freeways,1593.0,647.0,57.0,12306.0,14598.0
2019,April,Total,24391.0,4886.0,1323.0,194381.0,224893.0
2019,May,Inside built-up areas,18225.0,3359.0,1091.0,147980.0,170655.0
2019,May,Outside built-up areas (excl. motorways/freeways),6004.0,1374.0,165.0,40805.0,48362.0
2019,May,On motorways/freeways,1660.0,826.0,164.0,13014.0,15553.0
2019,May,Total,25889.0,5559.0,1358.0,201799.0,234570.0
2019,June,Inside built-up areas,21921.0,3030.0,1193.0,145698.0,171842.0
2019,June,Outside built-up areas (excl. motorways/freeways),7423.0,1318.0,165.0,33419.0,42325.0
2019,June,On motorways/freeways,1772.0,768.0,58.0,12121.0,14718.0
2019,June,Total,31116.0,5116.0,1388.0,191238.0,228885.0
2019,July,Inside built-up areas,20541.0,2966.0,1150.0,143083.0,167726.0
2019,July,Outside built-up areas (excl. motorways/freeways),7018.0,1260.0,173.0,36797.0,45239.0
2019,July,On motorways/freeways,1852.0,846.0,56.0,13039.0,15795.0
2019,July,Total,29411.0,5072.0,1318.0,192919.0,228760.0
2019,August,Inside built-up areas,19667.0,2850.0,1089.0,135021.0,158688.0
2019,August,Outside built-up areas (excl. motorways/freeways),7137.0,1215.0,172.0,32855.0,41373.0
2019,August,On motorways/freeways,1791.0,868.0,80.0,12290.0,15021.0
2019,August,Total,28595.0,4933.0,1402.0,180166.0,215082.0
2019,September,Inside built-up areas,19934.0,3217.0,1149.0,142199.0,166439.0
2019,September,Outside built-up areas (excl. motorways/freeways),6940.0,1491.0,178.0,36973.0,45577.0
2019,September,On motorways/freeways,1786.0,908.0,83.0,12620.0,15370.0
2019,September,Total,28660.0,5616.0,1410.0,191792.0,227386.0
2019,October,Inside built-up areas,18062.0,3674.0,202.0,150783.0,240343.0
2019,October,Outside built-up areas (excl. motorways/freeways),6418.0,1655.0,139.0,41611.0,49856.0
2019,October,On motorways/freeways,1791.0,1038.0,52.0,13909.0,16818.0
2019,October,Total,26271.0,6367.0,1451.0,206303.0,236826.0
2019,November,Inside built-up areas,16637.0,3760.0,1100.0,152302.0,173848.0
2019,November,Outside built-up areas (excl. motorways/freeways),5568.0,1716.0,165.0,40128.0,47590.0
2019,November,On motorways/freeways,1610.0,819.0,64.0,12876.0,15388.0
2019,November,Total,23815.0,6295.0,1280.0,205306.0,236826.0
2019,December,Inside built-up areas,14980.0,3818.0,1185.0,145991.0,223786.0
2019,December,Outside built-up areas (excl. motorways/freeways),5367.0,1886.0,195.0,36593.0,44048.0
2019,December,On motorways/freeways,1559.0,848.0,63.0,11293.0,13764.0
2019,December,Total,21906.0,6552.0,1417.0,193877.0,223786.0
2020,January,Inside built-up areas,13720.0,3395.0,914.0,126674.0,144703.0
2020,January,Outside built-up areas (excl. motorways/freeways),4761.0,1599.0,152.0,33966.0,40478.0
2020,January,On motorways/freeways,1483.0,766.0,64.0,10477.0,12790.0
2020,January,Total,19964.0,5760.0,1130.0,171117.0,197971.0
2020,February,Inside built-up areas,12367.0,3219.0,930.0,131499.0,148015.0
2020,February,Outside built-up areas (excl. motorways/freeways),4489.0,1671.0,167.0,32211.0,38538.0
2020,February,On motorways/freeways,1422.0,921.0,55.0,10053.0,12451.0
2020,February,Total,18278.0,5811.0,1152.0,173763.0,199004.0
2020,March,Inside built-up areas,10889.0,2641.0,854.0,108442.0,122826.0
2020,March,Outside built-up areas (excl. motorways/freeways),4104.0,1150.0,135.0,25764.0,31153.0
2020,March,On motorways/freeways,1043.0,600.0,57.0,7383.0,9083.0
2020,March,Total,16036.0,4391.0,1046.0,141589.0,163062.0
2020,April,Inside built-up areas,12319.0,2112.0,803.0,86916.0,102027.0
2020,April,Outside built-up areas (excl. motorways/freeways),4799.0,853.0,33.0,29725.0,35467.0
2020,April,On motorways/freeways,700.0,406.0,55.0,5584.0,6723.0
2020,April,Total,17818.0,3371.0,1124.0,122225.0,144217.0
2020,May,Inside built-up areas,15575.0,2409.0,918.0,107930.0,126832.0
2020,May,Outside built-up areas (excl. motorways/freeways),5804.0,1000.0,132.0,34160.0,41115.0
2020,May,On motorways/freeways,1002.0,617.0,172.0,7936.0,9610.0
2020,May,Total,22381.0,4026.0,1196.0,150026.0,177557.0
2020,June,Inside built-up areas,18492.0,2673.0,995.0,117958.0,140118.0
2020,June,Outside built-up areas (excl. motorways/freeways),6238.0,1123.0,151.0,29947.0,37440.0
2020,June,On motorways/freeways,1363.0,889.0,56.0,8687.0,11008.0
2020,June,Total,26093.0,4685.0,1225.0,156592.0,188566.0
2020,July,Inside built-up areas,19575.0,2651.0,997.0,121829.0,198904.0
2020,July,Outside built-up areas (excl. motorways/freeways),7046.0,1209.0,153.0,33523.0,41950.0
2020,July,On motorways/freeways,1433.0,685.0,68.0,9728.0,11902.0
2020,July,Total,28054.0,4545.0,1237.0,165080.0,198904.0
2020,August,Inside built-up areas,19039.0,2708.0,1016.0,122194.0,145056.0
2020,August,Outside built-up areas (excl. motorways/freeways),6912.0,1156.0,188.0,31012.0,39242.0
2020,August,On motorways/freeways,1687.0,968.0,60.0,10006.0,12738.0
2020,August,Total,27638.0,4832.0,1306.0,163212.0,197036.0
2020,September,Inside built-up areas,20850.0,2932.0,822.0,133567.0,158365.0
2020,September,Outside built-up areas (excl. motorways/freeways),7167.0,3370.0,148.0,32754.0,41349.0
2020,September,On motorways/freeways,1547.0,713.0,62.0,10420.0,12748.0
2020,September,Total,29564.0,4920.0,1032.0,176741.0,212462.0
2020,October,Inside built-up areas,16566.0,2864.0,175.0,135880.0,214720.0
2020,October,Outside built-up areas (excl. motorways/freeways),5967.0,1529.0,90.0,37833.0,45517.0
2020,October,On motorways/freeways,1420.0,826.0,33.0,10023.0,12329.0
2020,October,Total,23953.0,5725.0,991.0,183736.0,183555.0
2020,November,Inside built-up areas,13288.0,1350.0,680.0,116965.0,133939.0
2020,November,Outside built-up areas (excl. motorways/freeways),4567.0,4757.0,151.0,34089.0,40154.0
2020,November,On motorways/freeways,1073.0,543.0,69.0,7784.0,9462.0
2020,November,Total,18928.0,5191.0,803.0,158838.0,168191.0
2020,December,Inside built-up areas,10732.0,2906.0,756.0,107086.0,168191.0
2020,December,Outside built-up areas (excl. motorways/freeways),3996.0,1503.0,175.0,31750.0,37424.0
2020,December,On motorways/freeways,1064.0,782.0,60.0,7381.0,9287.0
2020,December,Total,15792.0,5191.0,991.0,146217.0,168191.0
2021,January,Inside built-up areas,7768.0,2931.0,685.0,90942.0,102326.0
2021,January,Outside built-up areas (excl. motorways/freeways),3629.0,1918.0,163.0,31618.0,37328.0
2021,January,On motorways/freeways,999.0,1185.0,44.0,7246.0,9474.0
2021,January,Total,12396.0,6034.0,892.0,129806.0,149128.0
2021,February,Inside built-up areas,8384.0,2456.0,667.0,97502.0,109009.0
2021,February,Outside built-up areas (excl. motorways/freeways),3831.0,1393.0,132.0,28711.0,34067.0
2021,February,On motorways/freeways,943.0,908.0,48.0,7334.0,9233.0
2021,February,Total,13158.0,4757.0,847.0,133547.0,152309.0
2021,March,Inside built-up areas,11511.0,2478.0,711.0,114236.0,128936.0
2021,March,Outside built-up areas (excl. motorways/freeways),4299.0,1187.0,143.0,30560.0,36189.0
2021,March,On motorways/freeways,1109.0,701.0,53.0,7874.0,9737.0
2021,March,Total,16919.0,4366.0,907.0,152670.0,174862.0
2021,April,Inside built-up areas,11560.0,2464.0,850.0,106430.0,121141.0
2021,April,Outside built-up areas (excl. motorways/freeways),4646.0,1178.0,59.0,33469.0,39397.0
2021,April,On motorways/freeways,1075.0,681.0,65.0,8450.0,10265.0
2021,April,Total,17281.0,4323.0,1045.0,148349.0,170803.0
2021,May,Inside built-up areas,13873.0,2573.0,828.0,161723.0,132630.0
2021,May,Outside built-up areas (excl. motorways/freeways),5201.0,1124.0,139.0,36815.0,43292.0
2021,May,On motorways/freeways,1208.0,761.0,151.0,9552.0,11586.0
2021,May,Total,20282.0,4458.0,1217.0,179453.0,187508.0
2021,June,Inside built-up areas,21436.0,2847.0,1016.0,136376.0,161675.0
2021,June,Outside built-up areas (excl. motorways/freeways),7301.0,1235.0,152.0,32506.0,41181.0
2021,June,On motorways/freeways,1562.0,903.0,92.0,10571.0,13098.0
2021,June,Total,30299.0,4985.0,1348.0,173852.0,215954.0
2021,July,Inside built-up areas,19146.0,2779.0,1105.0,128029.0,208133.0
2021,July,Outside built-up areas (excl. motorways/freeways),6994.0,1315.0,185.0,34445.0,42905.0
2021,July,On motorways/freeways,1749.0,950.0,78.0,11378.0,14169.0
2021,July,Total,27889.0,5044.0,1403.0,168217.0,200013.0
2021,August,Inside built-up areas,17158.0,2810.0,1140.0,122806.0,41641.0
2021,August,Outside built-up areas (excl. motorways/freeways),6478.0,1299.0,182.0,33687.0,42512.0
2021,August,On motorways/freeways,1732.0,1012.0,93.0,11724.0,14533.0
2021,August,Total,25368.0,5121.0,1431.0,182028.0,217576.0
2021,September,Inside built-up areas,20440.0,2941.0,1297.0,136747.0,161268.0
2021,September,Outside built-up areas (excl. motorways/freeways),7175.0,3335.0,208.0,33872.0,13796.0
2021,September,On motorways/freeways,1608.0,701.0,65.0,11409.0,12406.0
2021,September,Total,29223.0,4922.0,1271.0,193184.0,225826.0
2021,October,Inside built-up areas,17686.0,3579.0,223.0,139429.0,210596.0
2021,October,Outside built-up areas (excl. motorways/freeways),6294.0,1482.0,104.0,41990.0,14272.0
2021,October,On motorways/freeways,1684.0,730.0,59.0,11765.0,11809.0
2021,October,Total,25664.0,5547.0,1271.0,181954.0,202230.0
2021,November,Inside built-up areas,14860.0,1742.0,687.0,133542.0,153005.0
2021,November,Outside built-up areas (excl. motorways/freeways),5008.0,6110.0,151.0,38227.0,45185.0
2021,November,On motorways/freeways,1367.0,789.0,62.0,10185.0,12406.0
2021,November,Total,21235.0,6731.0,850.0,174955.0,202230.0
2021,December,Inside built-up areas,13126.0,3790.0,967.0,130388.0,202230.0
2021,December,Outside built-up areas (excl. motorways/freeways),4776.0,1994.0,223.0,35157.0,42150.0
2021,December,On motorways/freeways,1371.0,947.0,81.0,9410.0,11809.0
2021,December,Total,19273.0,6731.0,1271.0,174955.0,202230.0
2022,January,Inside built-up areas,11371.0,3248.0,844.0,112189.0,127652.0
2022,January,Outside built-up areas (excl. motorways/freeways),4358.0,1626.0,196.0,32716.0,38896.0
2022,January,On motorways/freeways,1173.0,869.0,83.0,8234.0,10359.0
2022,January,Total,16902.0,5743.0,1123.0,153139.0,176907.0
2022,February,Inside built-up areas,10978.0,2733.0,879.0,110352.0,124942.0
2022,February,Outside built-up areas (excl. motorways/freeways),4050.0,1406.0,172.0,29117.0,34745.0
2022,February,On motorways/freeways,1183.0,782.0,66.0,8304.0,10335.0
2022,February,Total,16211.0,4921.0,1117.0,147773.0,170022.0
2022,March,Inside built-up areas,15688.0,2911.0,962.0,127053.0,146614.0
2022,March,Outside built-up areas (excl. motorways/freeways),4851.0,1069.0,173.0,28109.0,34202.0
2022,March,On motorways/freeways,1127.0,513.0,70.0,8497.0,10207.0
2022,March,Total,21666.0,4493.0,1205.0,163659.0,191023.0
2022,April,Inside built-up areas,14586.0,2990.0,1241.0,123345.0,141900.0
2022,April,Outside built-up areas (excl. motorways/freeways),5213.0,1339.0,189.0,35021.0,41762.0
2022,April,On motorways/freeways,1373.0,821.0,73.0,9905.0,12172.0
2022,April,Total,21172.0,5150.0,1348.0,168271.0,195834.0
2022,May,Inside built-up areas,21856.0,2990.0,1099.0,182230.0,160431.0
2022,May,Outside built-up areas (excl. motorways/freeways),6783.0,1153.0,174.0,36672.0,44782.0
2022,May,On motorways/freeways,1585.0,692.0,173.0,11072.0,13424.0
2022,May,Total,30224.0,4835.0,1353.0,169608.0,218637.0
2022,June,Inside built-up areas,21377.0,2761.0,1097.0,134486.0,152858.0
2022,June,Outside built-up areas (excl. motorways/freeways),6793.0,1116.0,167.0,31650.0,39726.0
2022,June,On motorways/freeways,1619.0,742.0,71.0,10335.0,12785.0
2022,June,Total,29789.0,4619.0,1364.0,164880.0,205369.0
2022,July,Inside built-up areas,20301.0,2711.0,1120.0,120355.0,199916.0
2022,July,Outside built-up areas (excl. motorways/freeways),7144.0,1159.0,171.0,34054.0,42530.0
2022,July,On motorways/freeways,1652.0,705.0,87.0,10471.0,12899.0
2022,July,Total,29097.0,4575.0,1314.0,165824.0,200560.0
2022,August,Inside built-up areas,20016.0,2619.0,1056.0,122493.0,40802.0
2022,August,Outside built-up areas (excl. motorways/freeways),7159.0,1144.0,234.0,32330.0,40926.0
2022,August,On motorways/freeways,1666.0,787.0,117.0,11001.0,13528.0
2022,August,Total,28841.0,4550.0,1520.0,177182.0,211473.0
2022,September,Inside built-up areas,19523.0,2955.0,1333.0,132627.0,156161.0
2022,September,Outside built-up areas (excl. motorways/freeways),6231.0,3273.0,200.0,33140.0,14386.0
2022,September,On motorways/freeways,1801.0,1083.0,85.0,11415.0,13889.0
2022,September,Total,27555.0,5422.0,1386.0,179839.0,213428.0
2022,October,Inside built-up areas,18499.0,3403.0,979.0,134972.0,157913.0
2022,October,Outside built-up areas (excl. motorways/freeways),6298.0,1471.0,189.0,33668.0,12501.0
2022,October,On motorways/freeways,1718.0,855.0,73.0,11199.0,12649.0
2022,October,Total,26515.0,5554.0,1333.0,184679.0,214744.0
2022,November,Inside built-up areas,16488.0,4026.0,1106.0,137779.0,158718.0
2022,November,Outside built-up areas (excl. motorways/freeways),5094.0,2005.0,169.0,36612.0,43377.0
2022,November,On motorways/freeways,1486.0,790.0,75.0,10288.0,12649.0
2022,November,Total,23068.0,7200.0,1386.0,181334.0,208552.0
2022,December,Inside built-up areas,12543.0,1169.0,213.0,135121.0,43255.0
2022,December,Outside built-up areas (excl. motorways/freeways),4717.0,1169.0,67.0,36320.0,12501.0
2022,December,On motorways/freeways,1372.0,1169.0,67.0,9893.0,12501.0
2022,December,Total,18632.0,1169.0,67.0,208552.0,12501.0
2023,January,Inside built-up areas,12397.0,3318.0,947.0,122054.0,138716.0
2023,January,Outside built-up areas (excl. motorways/freeways),4422.0,1687.0,202.0,35538.0,41849.0
2023,January,On motorways/freeways,1331.0,876.0,75.0,9247.0,11529.0
2023,January,Total,18150.0,5881.0,1224.0,166839.0,192094.0
2023,February,Inside built-up areas,11625.0,2958.0,866.0,116637.0,132086.0
2023,February,Outside built-up areas (excl. motorways/freeways),3976.0,1318.0,160.0,29385.0,34839.0
2023,February,On motorways/freeways,1251.0,707.0,70.0,9179.0,11207.0
2023,February,Total,16852.0,4983.0,1096.0,155201.0,178132.0
2023,March,Inside built-up areas,13828.0,3259.0,925.0,137984.0,155996.0
2023,March,Outside built-up areas (excl. motorways/freeways),4852.0,1547.0,184.0,32594.0,39177.0
2023,March,On motorways/freeways,1477.0,862.0,92.0,10645.0,13076.0
2023,March,Total,20157.0,5668.0,1201.0,181223.0,208249.0
2023,April,Inside built-up areas,13826.0,2853.0,989.0,126736.0,144404.0
2023,April,Outside built-up areas (excl. motorways/freeways),4789.0,1173.0,181.0,37012.0,43155.0
2023,April,On motorways/freeways,1447.0,723.0,81.0,10914.0,13165.0
2023,April,Total,20062.0,4749.0,1251.0,174662.0,200724.0
2023,May,Inside built-up areas,20236.0,2807.0,1092.0,140163.0,164298.0
2023,May,Outside built-up areas (excl. motorways/freeways),6732.0,1175.0,172.0,38606.0,46685.0
2023,May,On motorways/freeways,1626.0,688.0,88.0,12108.0,14510.0
2023,May,Total,28594.0,4670.0,1352.0,190877.0,225493.0
2023,June,Inside built-up areas,23586.0,2846.0,1114.0,138129.0,165675.0
2023,June,Outside built-up areas (excl. motorways/freeways),7554.0,1074.0,133.0,32785.0,41546.0
2023,June,On motorways/freeways,1658.0,702.0,80.0,11579.0,14019.0
2023,June,Total,32798.0,4622.0,1327.0,182493.0,221240.0
2023,July,Inside built-up areas,19890.0,2800.0,1161.0,125841.0,149692.0
2023,July,Outside built-up areas (excl. motorways/freeways),6925.0,1274.0,167.0,34219.0,42585.0
2023,July,On motorways/freeways,1845.0,965.0,98.0,11905.0,14813.0
2023,July,Total,28660.0,5039.0,1426.0,171965.0,207090.0
2023,August,Inside built-up areas,18074.0,2655.0,976.0,126590.0,148295.0
2023,August,Outside built-up areas (excl. motorways/freeways),6492.0,1236.0,192.0,31735.0,39655.0
2023,August,On motorways/freeways,1742.0,1070.0,80.0,11871.0,14763.0
2023,August,Total,26308.0,4961.0,1248.0,170196.0,202713.0
2023,September,Inside built-up areas,22362.0,2887.0,1139.0,137608.0,163996.0
2023,September,Outside built-up areas (excl. motorways/freeways),7566.0,1188.0,181.0,32113.0,41048.0
2023,September,On motorways/freeways,1728.0,732.0,70.0,11608.0,14138.0
2023,September,Total,31656.0,4807.0,1390.0,181329.0,219182.0
2023,October,Inside built-up areas,18216.0,3321.0,1053.0,137168.0,159758.0
2023,October,Outside built-up areas (excl. motorways/freeways),6057.0,1482.0,205.0,37382.0,45126.0
2023,October,On motorways/freeways,1617.0,973.0,94.0,11997.0,14681.0
2023,October,Total,25890.0,5776.0,1352.0,186547.0,219565.0
2023,November,Inside built-up areas,15828.0,3855.0,1051.0,142990.0,163724.0
2023,November,Outside built-up areas (excl. motorways/freeways),5368.0,2044.0,200.0,40279.0,47891.0
2023,November,On motorways/freeways,1699.0,1300.0,88.0,12623.0,15710.0
2023,November,Total,22895.0,7199.0,1339.0,195892.0,227325.0
2023,December,Inside built-up areas,11743.0,3457.0,976.0,135986.0,152162.0
2023,December,Outside built-up areas (excl. motorways/freeways),4505.0,1786.0,207.0,38912.0,45410.0
2023,December,On motorways/freeways,1456.0,998.0,64.0,11002.0,13520.0
2023,December,Total,17704.0,6241.0,1247.0,185900.0,211092.0
2024,January,Inside built-up areas,11638.0,3615.0,855.0,129659.0,145767.0
2024,January,Outside built-up areas (excl. motorways/freeways),4966.0,2070.0,165.0,36452.0,43653.0
2024,January,On motorways/freeways,1495.0,1187.0,64.0,11646.0,14392.0
2024,January,Total,18099.0,6872.0,1084.0,177757.0,203812.0
2024,February,Inside built-up areas,11838.0,2815.0,851.0,119188.0,134692.0
2024,February,Outside built-up areas (excl. motorways/freeways),3735.0,1179.0,188.0,28450.0,33552.0
2024,February,On motorways/freeways,1179.0,673.0,71.0,8893.0,10816.0
2024,February,Total,16752.0,4667.0,1110.0,156531.0,179060.0
2024,March,Inside built-up areas,14166.0,2918.0,897.0,130961.0,148942.0
2024,March,Outside built-up areas (excl. motorways/freeways),5010.0,1289.0,193.0,30037.0,36529.0
2024,March,On motorways/freeways,1436.0,692.0,77.0,10246.0,12451.0
2024,March,Total,20612.0,4899.0,1167.0,171244.0,197922.0
2024,April,Inside built-up areas,16812.0,3098.0,993.0,137450.0,158353.0
2024,April,Outside built-up areas (excl. motorways/freeways),5705.0,1288.0,156.0,37483.0,44632.0
2024,April,On motorways/freeways,1602.0,903.0,68.0,11415.0,13988.0
2024,April,Total,24119.0,5289.0,1217.0,186348.0,216973.0
2024,May,Inside built-up areas,20219.0,2949.0,995.0,137448.0,161611.0
2024,May,Outside built-up areas (excl. motorways/freeways),6690.0,1215.0,166.0,34155.0,42226.0
2024,May,On motorways/freeways,1751.0,970.0,76.0,11574.0,14371.0
2024,May,Total,28660.0,5134.0,1237.0,183177.0,218208.0
2024,June,Inside built-up areas,20444.0,2796.0,961.0,136438.0,160639.0
2024,June,Outside built-up areas (excl. motorways/freeways),6590.0,1175.0,169.0,32427.0,40361.0
2024,June,On motorways/freeways,1633.0,834.0,83.0,11095.0,13645.0
2024,June,Total,28667.0,4805.0,1213.0,179960.0,214645.0
2024,July,Inside built-up areas,20315.0,2789.0,1032.0,134621.0,158757.0
2024,July,Outside built-up areas (excl. motorways/freeways),6977.0,1243.0,163.0,33442.0,41825.0
2024,July,On motorways/freeways,1807.0,971.0,71.0,11674.0,14523.0
2024,July,Total,29099.0,5003.0,1266.0,179737.0,215105.0
2024,August,Inside built-up areas,19885.0,2554.0,968.0,125815.0,149222.0
2024,August,Outside built-up areas (excl. motorways/freeways),6854.0,1127.0,166.0,30641.0,38788.0
2024,August,On motorways/freeways,1765.0,782.0,84.0,11108.0,13739.0
2024,August,Total,28504.0,4463.0,1218.0,167564.0,201749.0
2024,September,Inside built-up areas,19369.0,2883.0,969.0,133217.0,156438.0
2024,September,Outside built-up areas (excl. motorways/freeways),6432.0,1291.0,169.0,33707.0,41599.0
2024,September,On motorways/freeways,1736.0,947.0,78.0,11434.0,14195.0
2024,September,Total,27537.0,5121.0,1216.0,178358.0,212232.0
2024,October,Inside built-up areas,16097.0,3095.0,970.0,136135.0,156297.0
2024,October,Outside built-up areas (excl. motorways/freeways),5407.0,1362.0,166.0,35863.0,42798.0
2024,October,On motorways/freeways,1612.0,756.0,72.0,12547.0,14987.0
2024,October,Total,23116.0,5213.0,1208.0,184545.0,214082.0
2024,November,Inside built-up areas,14501.0,3358.0,879.0,138378.0,157116.0
2024,November,Outside built-up areas (excl. motorways/freeways),4648.0,1615.0,171.0,36623.0,43057.0
2024,November,On motorways/freeways,1530.0,800.0,93.0,11198.0,13621.0
2024,November,Total,20679.0,5773.0,1143.0,186199.0,213794.0
2024,December,Inside built-up areas,,,,,
2024,December,Outside built-up areas (excl. motorways/freeways),,,,,
2024,December,On motorways/freeways,,,,,
2024,December,Total,,,,,
